id_cliente,evadido,genero,es_adulto_mayor,tiene_pareja,tiene_dependientes,meses_en_empresa,servicio_telefonico,lineas_multiples,tipo_internet,internet.OnlineSecurity,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,facturacion_electronica,metodo_pago,cargo_mensual,cargo_total,cargo_diario,evadido_etiqueta,adulto_mayor
6993-YCOBK,0,Male,0,1,1,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.6,6586.85,3.6866666666666665,No,No
6993-YGFJV,0,Male,0,1,0,69,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),112.55,7806.5,3.7516666666666665,No,No
6994-FGRHH,0,Male,0,1,1,70,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,106.15,7475.1,3.5383333333333336,No,No
6994-KERXL,0,Male,0,0,0,4,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.9,238.5,1.8633333333333333,No,No
6994-ORCWG,0,Female,0,0,0,14,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Mailed check,54.25,773.2,1.8083333333333333,No,No
6996-KNSML,1,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.9,74.9,2.496666666666667,Sí,No
6997-UVGOX,0,Male,0,1,1,71,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),85.45,6029.9,2.8483333333333336,No,No
6999-CHVCF,0,Male,0,0,0,68,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),102.1,7149.35,3.4033333333333333,No,No
7000-WCEVQ,1,Female,1,0,0,20,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,61.6,1174.35,2.0533333333333332,Sí,Sí
7005-CCBKV,1,Male,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,84.4,556.35,2.8133333333333335,Sí,No
7005-CYUIL,0,Female,1,1,0,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Electronic check,99.4,7168.25,3.3133333333333335,No,Sí
7008-LZVOZ,0,Male,0,1,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.3,1672.35,0.8433333333333334,No,No
7009-LGECI,0,Female,0,0,0,4,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),50.55,235.65,1.6849999999999998,No,No
7009-PCARS,0,Male,0,0,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.1,1001.5,0.6366666666666667,No,No
7010-BRBUU,0,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.1,1734.65,0.8033333333333333,No,No
7010-ZMVBF,0,Female,0,1,1,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,357.0,0.6816666666666666,No,No
7011-CVEUC,0,Male,0,1,0,25,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),95.7,2338.35,3.19,No,No
7013-PSXHK,0,Female,0,0,0,40,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,80.75,3208.65,2.691666666666667,No,No
7014-ZZXAW,0,Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.25,1732.95,0.8083333333333333,No,No
7016-BPGEU,1,Female,0,0,0,29,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),25.1,712.85,0.8366666666666667,Sí,No
7016-NVRIC,0,Male,1,1,0,29,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,0,Bank transfer (automatic),90.1,2656.7,3.003333333333333,No,Sí
7017-VFHAY,0,Female,0,1,1,61,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),115.1,7008.15,3.8366666666666664,No,No
7017-VFULY,0,Female,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.1,43.15,0.67,No,No
7018-FPXHH,0,Male,0,1,1,56,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.8,3457.45,1.9933333333333332,No,No
7018-WBJNK,0,Male,0,0,1,13,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),78.3,1033.95,2.61,No,No
7020-OZKXZ,0,Female,1,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),75.5,637.4,2.5166666666666666,No,Sí
7021-XSNYE,0,Male,0,1,1,7,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),49.65,305.55,1.655,No,No
7024-OHCCK,1,Female,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,170.85,3.128333333333333,Sí,Sí
7025-IWFHT,0,Male,0,0,0,41,1,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Electronic check,89.55,3729.75,2.985,No,No
7025-WCBNE,0,Male,1,0,0,47,1,Yes,DSL,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),59.6,2754.0,1.9866666666666668,No,Sí
7026-YMSBE,0,Male,0,0,0,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.7,625.05,0.6566666666666666,No,No
7028-DVOIQ,1,Male,1,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.05,3395.8,3.3016666666666667,Sí,Sí
7029-IJEJK,0,Female,0,0,0,54,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),44.1,2369.7,1.47,No,No
7029-RPUAV,1,Male,1,1,0,17,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),100.45,1622.45,3.3483333333333336,Sí,Sí
7030-FZTFM,0,Male,0,1,1,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.9,7922.75,3.6966666666666668,No,No
7030-NJVDP,0,Male,0,1,0,24,1,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,89.25,2210.2,2.975,No,No
7032-LMBHI,0,Female,0,0,0,37,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,0,Bank transfer (automatic),64.65,2347.85,2.1550000000000002,No,No
7033-CLAMM,0,Female,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.2,1027.25,0.6733333333333333,No,No
7036-TYDEC,0,Female,0,0,0,69,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,104.0,7028.5,3.466666666666667,No,No
7036-ZZKBD,0,Male,0,1,0,31,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),66.4,2019.8,2.2133333333333334,No,No
7037-MTYVW,0,Male,0,1,1,38,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.4,3297.0,2.8466666666666667,No,No
7041-TXQJH,0,Female,0,0,0,37,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.2,1478.85,1.34,No,No
7044-YAACC,0,Male,1,1,0,4,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,280.35,2.3400000000000003,No,Sí
7047-FWEYA,0,Female,0,1,0,46,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,103.15,4594.65,3.4383333333333335,No,No
7047-YXDMZ,0,Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,417.7,0.6666666666666666,No,No
7048-GXDAY,0,Male,0,0,0,39,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,4040.65,3.546666666666667,No,No
7049-GKVZY,0,Female,0,0,0,17,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),79.85,1387.35,2.6616666666666666,No,No
7054-DMVAS,0,Male,0,0,0,54,1,No,DSL,Yes,Yes,No,No,Yes,No,Two year,1,Bank transfer (automatic),65.3,3512.9,2.1766666666666667,No,No
7054-ENNGU,0,Female,0,1,0,9,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,50.85,466.6,1.695,No,No
7054-LGEQW,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1.5316666666666667,Sí,No
7055-HNEOJ,0,Male,0,1,0,3,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,55.8,154.55,1.8599999999999999,No,No
7055-JCGNI,0,Female,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),111.95,7795.95,3.731666666666667,No,No
7055-VKGDA,1,Male,0,0,0,54,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.4,5643.4,3.5133333333333336,Sí,No
7056-IMHCC,1,Male,1,1,0,53,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.9,5549.4,3.396666666666667,Sí,Sí
7061-OVMIM,0,Female,0,1,1,30,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.55,608.5,0.6516666666666667,No,No
7064-FRRSW,0,Male,1,0,0,48,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,99.0,4744.35,3.3,No,Sí
7064-JHXCE,0,Male,0,1,1,62,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.05,1263.9,0.6683333333333333,No,No
7065-YUNRY,1,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,45.3,1.51,Sí,No
7067-KSAZT,1,Female,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.25,6979.8,3.5416666666666665,Sí,Sí
7072-MBHEV,0,Female,1,1,1,11,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.1,864.85,2.603333333333333,No,Sí
7073-QETQY,0,Male,0,1,1,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.35,1359.5,0.6783333333333333,No,No
7074-IEVOJ,1,Female,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.4,205.05,2.646666666666667,Sí,Sí
7074-STDCN,0,Male,0,0,0,39,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.6,1494.5,1.3533333333333333,No,No
7075-BNDVQ,0,Female,0,0,0,4,0,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,35.0,135.75,1.1666666666666667,No,No
7077-XJMET,0,Male,0,1,0,12,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,74.15,741.4,2.4716666666666667,No,No
7078-NVFAM,0,Female,0,1,1,32,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,35.15,1051.05,1.1716666666666666,No,No
7079-QRCBC,1,Female,0,0,0,24,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.75,2407.3,3.2916666666666665,Sí,No
7080-TNUWP,0,Male,0,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Bank transfer (automatic),95.0,6602.9,3.1666666666666665,No,No
7083-MIOPC,0,Female,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.25,1566.9,0.675,No,No
7083-YNSKY,1,Female,0,0,0,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),25.4,399.6,0.8466666666666666,Sí,No
7088-FBAWU,0,Female,0,1,1,17,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,74.55,1215.8,2.485,No,No
7089-IVVAZ,1,Female,0,0,0,8,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.35,847.3,3.445,Sí,No
7089-RKVSZ,0,Male,0,1,1,8,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.4,203.95,0.8133333333333332,No,No
7089-XXAYG,0,Male,0,1,0,25,0,No phone service,DSL,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),38.1,970.4,1.27,No,No
7094-MSZAO,0,Male,0,1,1,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.05,218.5,0.6683333333333333,No,No
7096-UCLNH,0,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,0.6683333333333333,No,No
7096-ZNBZI,0,Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),26.45,1914.5,0.8816666666666666,No,No
7100-FQPRV,0,Male,0,1,1,43,1,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),71.9,3173.35,2.396666666666667,No,No
7101-HRBLJ,0,Female,0,1,1,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),83.7,6096.9,2.79,No,No
7102-JJVTX,0,Female,0,1,1,9,1,No,DSL,Yes,No,No,No,No,No,One year,0,Mailed check,48.6,422.3,1.62,No,No
7103-IPXPJ,0,Male,0,1,0,50,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,0,Electronic check,99.4,5059.75,3.3133333333333335,No,No
7103-ZGVNT,0,Female,0,1,1,69,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),73.7,4885.85,2.4566666666666666,No,No
7105-BENQF,0,Male,0,0,1,15,1,No,DSL,Yes,No,Yes,No,No,Yes,One year,0,Mailed check,64.85,950.75,2.1616666666666666,No,No
7105-MXJLL,0,Female,1,1,0,26,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,60.7,1597.4,2.0233333333333334,No,Sí
7107-UBYKY,0,Female,0,1,1,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.75,882.55,0.8583333333333333,No,No
7108-DGVUU,0,Female,1,1,0,21,1,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,0,Bank transfer (automatic),71.7,1497.05,2.39,No,Sí
7109-CQYUZ,0,Male,0,0,0,52,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,89.25,4652.4,2.975,No,No
7109-MFBYV,0,Male,0,0,0,26,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.45,1233.15,1.5150000000000001,No,No
7110-BDTWG,0,Female,0,1,0,71,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Electronic check,47.05,3263.6,1.5683333333333331,No,No
7112-OPOTK,1,Male,0,0,0,33,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.25,2171.15,2.275,Sí,No
7113-HIPFI,0,Male,0,1,1,66,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,65.85,4097.05,2.195,No,No
7114-AEOZE,0,Female,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1128.1,0.6616666666666667,No,No
7115-IRDHS,0,Female,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.65,1830.05,0.8216666666666667,No,No
7120-RFMVS,1,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.5,84.5,2.816666666666667,Sí,No
7123-WQUHX,0,Male,0,0,0,38,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),95.0,3605.6,3.1666666666666665,No,No
7124-UGSUR,1,Female,1,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.4,6405.0,3.48,Sí,Sí
7126-RBHSD,0,Female,0,1,0,17,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,78.9,1348.95,2.6300000000000003,No,No
7128-GGCNO,0,Male,0,0,0,46,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),72.8,3249.4,2.4266666666666667,No,No
7129-ACFOG,0,Female,0,0,0,5,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,53.8,283.95,1.7933333333333332,No,No
7129-AZJDE,0,Male,0,1,1,34,1,No,Fiber optic,No,No,No,No,No,Yes,One year,1,Bank transfer (automatic),78.95,2647.2,2.631666666666667,No,No
7129-CAKJW,0,Female,0,0,0,17,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),80.05,1345.65,2.6683333333333334,No,No
7130-CTCUS,0,Male,1,1,0,16,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),54.55,825.1,1.8183333333333331,No,Sí
7130-VTEWQ,1,Female,1,0,0,8,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.75,606.25,2.525,Sí,Sí
7130-YXBRO,0,Male,0,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),111.45,5315.1,3.7150000000000003,No,No
7131-ZQZNK,0,Female,0,1,1,60,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.85,3590.2,1.995,No,No
7133-VBDCG,1,Female,0,0,0,25,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.85,2015.35,2.6616666666666666,Sí,No
7134-HBPBS,0,Female,1,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,7774.05,3.603333333333333,No,Sí
7134-MJPDY,0,Female,1,0,0,66,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),102.85,6976.75,3.4283333333333332,No,Sí
7136-IHZJA,0,Female,0,1,1,40,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,71.35,2847.2,2.378333333333333,No,No
7136-RVDTZ,1,Male,1,0,0,70,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Electronic check,45.25,3264.45,1.5083333333333333,Sí,Sí
7137-NAXML,0,Male,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.15,405.6,0.6716666666666666,No,No
7137-RYLPP,1,Male,1,1,0,37,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.7,3171.15,2.856666666666667,Sí,Sí
7138-GIRSH,0,Male,0,0,0,50,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.5,3418.2,2.316666666666667,No,No
7139-JZFVG,0,Male,0,1,1,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),60.5,3694.45,2.0166666666666666,No,No
7140-ADSMJ,0,Male,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.45,162.3,0.6816666666666666,No,No
7142-HVGBG,1,Male,1,1,0,43,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,103.0,4414.3,3.433333333333333,Sí,Sí
7143-BQIBA,0,Male,0,0,0,10,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,0,Bank transfer (automatic),62.25,612.95,2.075,No,No
7145-FEJWU,0,Female,0,0,1,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,1275.65,3.51,No,No
7147-AYBAA,0,Male,0,0,0,37,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.35,2552.9,2.3449999999999998,No,No
7148-XZPHA,0,Male,0,1,1,55,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,79.4,4238.45,2.646666666666667,No,No
7153-CHRBV,0,Female,0,1,1,57,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Mailed check,59.3,3274.35,1.9766666666666666,No,No
7153-OANIO,1,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.95,69.95,2.3316666666666666,Sí,No
7156-MHUGY,1,Male,1,0,0,13,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.5,1201.15,3.0166666666666666,Sí,Sí
7156-MXBJE,0,Female,0,0,0,43,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),85.1,3662.25,2.8366666666666664,No,No
7157-SMCFK,0,Male,0,0,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,1124.2,0.6583333333333333,No,No
7159-FVYPK,0,Female,0,1,1,3,1,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.15,235.0,2.305,No,No
7159-NOKYQ,0,Male,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Electronic check,93.15,6368.2,3.105,No,No
7161-DFHUF,0,Female,0,1,0,71,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.85,1672.1,0.795,No,No
7162-WPHPM,0,Male,0,1,1,58,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),71.6,4230.25,2.3866666666666663,No,No
7163-OCEQI,0,Male,0,1,1,22,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Mailed check,78.65,1663.75,2.621666666666667,No,No
7164-BPTUT,0,Male,0,0,1,57,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,89.55,5012.35,2.985,No,No
7167-PCEYD,0,Male,0,0,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.8,1311.3,0.66,No,No
7168-HDQHG,0,Female,0,1,1,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.2,702.9,0.64,No,No
7169-YWAMK,0,Male,0,1,1,72,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),68.4,4855.35,2.2800000000000002,No,No
7173-TETGO,0,Female,1,1,0,72,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),78.5,5602.25,2.6166666666666667,No,Sí
7175-NTIXE,0,Female,0,0,0,25,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),76.15,1992.95,2.5383333333333336,No,No
7176-WIONM,0,Female,0,1,0,12,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),49.85,617.15,1.6616666666666666,No,No
7176-WRTNX,0,Male,0,0,0,70,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,7711.25,3.8316666666666666,No,No
7180-PISOG,1,Male,0,1,1,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,74.5,2.4833333333333334,Sí,No
7181-BQYBV,1,Female,0,1,1,1,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.45,102.45,3.415,Sí,No
7181-OQCUT,0,Male,0,0,0,21,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,103.85,2215.0,3.4616666666666664,No,No
7182-OVLBJ,0,Female,0,1,1,62,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.15,6638.35,3.371666666666667,No,No
7184-LRUUR,0,Female,0,0,0,22,1,No,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),65.25,1441.8,2.175,No,No
7188-CBBBA,0,Female,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,95.5,6153.85,3.183333333333333,No,No
7190-XHTWJ,0,Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,755.5,0.6433333333333333,No,No
7191-ADRGF,0,Male,0,1,0,44,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),54.3,2390.45,1.8099999999999998,No,No
7196-LIWRH,0,Female,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,124.45,0.6516666666666667,No,No
7197-VOJMM,0,Male,0,1,0,67,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),69.2,4671.65,2.3066666666666666,No,No
7198-GLXTC,1,Male,0,0,0,2,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,79.0,143.65,2.6333333333333333,Sí,No
7203-OYKCT,0,Male,0,0,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.95,7544.3,3.4983333333333335,No,No
7205-BAIAD,0,Female,0,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.6,827.3,0.6866666666666668,No,No
7206-GZCDC,1,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,69.25,2.308333333333333,Sí,Sí
7206-PQBBZ,0,Male,1,1,0,11,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,834.7,2.3400000000000003,No,Sí
7207-RMRDB,1,Female,0,1,1,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,6985.65,3.5166666666666666,Sí,No
7208-PSIHR,0,Female,0,1,0,70,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),104.3,7188.5,3.4766666666666666,No,No
